Keyword,Area,Universitas Terdekat,Nama,Alamat,Rating,Telepon,Website,Link,Latitude,Longitude
kos Bandung Tengah Bandung,Bandung Tengah,Lainnya / Umum,Kost kos Putri murah bandung jabar,Jl. Wartawan 3 No.14,4.6,+62 823-1972-0099,http://www.tempat-kost.com/,https://www.google.com/maps/search/?api=1&query=Kost%20kos%20Putri%20murah%20bandung%20jabar&query_place_id=ChIJ1ZOQKzHpaC4RDKi_sywcsyU,,
kos Sekeloa Bandung,Sekeloa,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Uma Kost Griya Billa Sekeloa Bandung,Jl. Sadang Tengah I No.24,5,+62 811-9008-7829,https://www.rukita.co/place/uma-kost-griya-billa-sekeloa-bandung?utm_source=referral&utm_medium=GMB&utm_campaign=property&utm_content=uma-kost-griya-billa-sekeloa-bandung,https://www.google.com/maps/search/?api=1&query=Uma%20Kost%20Griya%20Billa%20Sekeloa%20Bandung&query_place_id=ChIJf0hnI_HnaC4RZYThqcipod4,,
kos Bandung Tengah Bandung,Bandung Tengah,Lainnya / Umum,Kost Tamsis 32 Gatot Subroto Bandung,Jl. Taman Siswa No.32,5,+62 811-9008-7829,https://www.rukita.co/place/ruoptions-tamsis-32-gatot-subroto-bandung?utm_source=referral&utm_medium=GMB&utm_campaign=property&utm_content=ruoptions-tamsis-32-gatot-subroto-bandung,https://www.google.com/maps/search/?api=1&query=Kost%20Tamsis%2032%20Gatot%20Subroto%20Bandung&query_place_id=ChIJo_Ul_hDpaC4RkktiOXkpw00,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Putri Athasa,Saturnus regency No.6B 1/2,4.6,+62 812-8026-2113,https://mamikos.com/room/kost-bandung-kost-putri-murah-kost-putri-saturnus-tipe-b-rancasari-bandung-1#/,https://www.google.com/maps/search/?api=1&query=Kost%20Putri%20Athasa&query_place_id=ChIJa4kgDIzpaC4ReLB_rmq5cBg,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost T&W,Jl. Panca Tengah Raya No.6,4.8,+62 878-2507-2107,https://mamikos.com/room/kost-bandung-kost-campur-eksklusif-kost-tw-cisaranten-arcamanik-bandung#/,https://www.google.com/maps/search/?api=1&query=Kost%20T%26W&query_place_id=ChIJ43NCGr_DaC4RmPk_R3lrAKU,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Ibu Lilis,Jl. Pamager sari No.5,4.4,+62 838-2911-4855,https://mamikos.com/room/kost-bandung-kost-campur-murah-kost-ibu-lilis-pamagersari-regol-bandung-,https://www.google.com/maps/search/?api=1&query=Kost%20Ibu%20Lilis&query_place_id=ChIJKRs2uu7paC4RCC378HunLng,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,ciskul 410 kost putri,Jl. Cisaranten Kulon IV No.10,4.8,+62 811-209-910,https://mamikos.com/room/kost-bandung-kost-putri-murah-kost-ciskul410-arcamanik-bandung-3,https://www.google.com/maps/search/?api=1&query=ciskul%20410%20kost%20putri&query_place_id=ChIJywxtkw7DaC4Rbce1iDqZL1I,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Teras One,"Jl. Moch. Toha Jl. Ciburuy No.30/31, RT.2/RW.06",4.5,+62 822-9516-5953,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-teras-one-regol-bandung-3,https://www.google.com/maps/search/?api=1&query=Teras%20One&query_place_id=ChIJwXy9L37paC4RiiSQMx6Oc3M,,
kos Antapani Bandung,Antapani,Lainnya / Umum,KOSAN PUTRI 32,Jl. Purwakarta III No.32,4.9,+62 822-1906-4722,https://api.whatsapp.com/send?phone=6282219064722,https://www.google.com/maps/search/?api=1&query=KOSAN%20PUTRI%2032&query_place_id=ChIJk6OMCZ3naC4RGmkXdbTrU1o,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kosan Putri Cempaka,Jl. Raya Cipadung No.318,4.5,+62 813-8395-1716,,https://www.google.com/maps/search/?api=1&query=Kosan%20Putri%20Cempaka&query_place_id=ChIJG8UT2tfCaC4RnQL4ffhyht4,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kosan Humanisa (KOST PUTRI),Jl. Flamboyan No.3A,4.9,+62 821-2126-0009,,https://www.google.com/maps/search/?api=1&query=Kosan%20Humanisa%20(KOST%20PUTRI)&query_place_id=ChIJR4CzZqbDaC4RmN8YzMj6Xis,,
kos Cibiru / Panyileukan Bandung,Cibiru / Panyileukan,UIN Sunan Gunung Djati,Elfita Kost Putri,Jl. Pertamina blok i no.3. Komplek Patra Asri. Cipadung Wetan Cipadung Wetan Panyileukan Cipadung Wetan Panyileukan Bandung Jawa Barat 40164 ID,4.4,+62 812-2010-2373,,https://www.google.com/maps/search/?api=1&query=Elfita%20Kost%20Putri&query_place_id=ChIJMSBMhtfCaC4RAG6Dj2Lmdpg,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Putri Fazima 1,"Jl. Buana No.3 RT01, RW.01",4.9,+62 852-6416-6760,,https://www.google.com/maps/search/?api=1&query=Kost%20Putri%20Fazima%201&query_place_id=ChIJCRT_RC3DaC4ROKBU5kuL14c,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Putri Ibu Heni,"Jl. Raya Cimindi Gang Bapak Ohe No.66, RT.4/RW.5",4.4,+62 852-1860-017,,https://www.google.com/maps/search/?api=1&query=Kost%20Putri%20Ibu%20Heni&query_place_id=ChIJ7_0ApOnlaC4RX1sE1aNGE0M,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kosan 16,3PGC+3J8,4.9,+62 812-2093-1516,,https://www.google.com/maps/search/?api=1&query=Kosan%2016&query_place_id=ChIJL0pwWyvDaC4RFFLHyRQLWl8,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kosan Citra KDI,"3PG9+FQ5, Jl. Desa Cipadung No.27",4.2,+62 813-1322-0872,,https://www.google.com/maps/search/?api=1&query=Kosan%20Citra%20KDI&query_place_id=ChIJ-_BnYNTcaC4RQ7nYvtA5_Ao,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kos Putri Hj Minny,Jl. Bina Asih IV No.8,5,+62 813-1122-5733,,https://www.google.com/maps/search/?api=1&query=Kos%20Putri%20Hj%20Minny&query_place_id=ChIJm7WeJgDDaC4RdAXoNeoPoL0,,
kos Cibiru / Panyileukan Bandung,Cibiru / Panyileukan,UIN Sunan Gunung Djati,Kosan Kost Putri Ibu Rina Melia 11,Komp. Bumi Panyileukan No.4 Blk C5,4,+62 813-9482-8392,,https://www.google.com/maps/search/?api=1&query=Kosan%20Kost%20Putri%20Ibu%20Rina%20Melia%2011&query_place_id=ChIJ5StWYcHDaC4RnjxG2YwdwcY,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Putri Kharisma,Jl. Patra Asri Timur 4 No.L 24 blok L 23,5,+62 821-2075-7891,,https://www.google.com/maps/search/?api=1&query=Kost%20Putri%20Kharisma&query_place_id=ChIJD7OS2gjnaC4RkOodQ9SNTPc,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Saylendra's Homestay (Kos Putri),Jl. Trs Pesantren VII No.95 Blok I,4.1,+62 813-2116-1711,,https://www.google.com/maps/search/?api=1&query=Saylendra's%20Homestay%20(Kos%20Putri)&query_place_id=ChIJ2_cB2kTdaC4RIEX7-1pva74,,
kos Cibiru / Panyileukan Bandung,Cibiru / Panyileukan,UIN Sunan Gunung Djati,Pondok Kost Talita,"blok c 22 no, Komp. Bumi Panyileukan kel No.17, RT.03/RW.03",4.3,+62 878-2199-9561,,https://www.google.com/maps/search/?api=1&query=Pondok%20Kost%20Talita&query_place_id=ChIJK7QQz1fDaC4RsQxiZDW1pkg,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kos Ibu Oom,Jl. Cidurian Selatan No.10,5,+62 852-0419-2888,,https://www.google.com/maps/search/?api=1&query=Kos%20Ibu%20Oom&query_place_id=ChIJy3NmO93paC4RKF076Cm4SrM,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,KOST KALIJATI 32,Jl. Kalijati 6 No.32,4.7,+62 878-7240-9988,,https://www.google.com/maps/search/?api=1&query=KOST%20KALIJATI%2032&query_place_id=ChIJ5QmveADnaC4R5F7JFJoq_eY,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Muslimah 2,Jl. Mars Sel. X No.4A,4.9,+62 812-9708-8763,,https://www.google.com/maps/search/?api=1&query=Kost%20Muslimah%202&query_place_id=ChIJAbGArX7paC4RzcFk7HAyW7A,,
kos Ciumbuleuit Bandung,Ciumbuleuit,UNPAR,Margha Kost Putri UNPAR,Jl. Bukit Resik No.2,4.7,+62 811-2220-228,,https://www.google.com/maps/search/?api=1&query=Margha%20Kost%20Putri%20UNPAR&query_place_id=ChIJB-3CqZ7naC4Rb6TI4pT1lac,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Putri Hasna,Jl. Desa Cipadung Gg. Ma ulung No.51,4.7,+62 813-2416-0405,,https://www.google.com/maps/search/?api=1&query=Kost%20Putri%20Hasna&query_place_id=ChIJx_Mgd0PDaC4REOc98TCs67Q,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,PONDOK PAKUAN (Kost Putri),Jl. Pakuan I No.5,4.4,+62 852-9515-8540,,https://www.google.com/maps/search/?api=1&query=PONDOK%20PAKUAN%20(Kost%20Putri)&query_place_id=ChIJLal8zjLdaC4RuNENuStTnJU,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Rabit 15,Jl. Rks. Bitung No.15,4.3,+62 812-2377-4659,,https://www.google.com/maps/search/?api=1&query=Kost%20Rabit%2015&query_place_id=ChIJ48N53i7naC4RtLmvsJ1nCC4,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Cahaya,Jl. Manisi Gg. Bakti 5 No.16,5,+62 812-2133-036,,https://www.google.com/maps/search/?api=1&query=Kost%20Cahaya&query_place_id=ChIJk4p3zH_DaC4RCmN_xP_tlnc,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Putri Bu Helmi,Jl. Permai Raya II No.29,5,+62 813-8637-3855,,https://www.google.com/maps/search/?api=1&query=Kost%20Putri%20Bu%20Helmi&query_place_id=ChIJqcp_fu3DaC4RBdFe8I2iSkg,,
kos Cibiru / Panyileukan Bandung,Cibiru / Panyileukan,UIN Sunan Gunung Djati,Kost Amaris,Jl. Terusan Panyileukan No.7 Blk 1,5,+62 857-2463-8305,,https://www.google.com/maps/search/?api=1&query=Kost%20Amaris&query_place_id=ChIJU5xxslLDaC4RTc94OQL7n1Q,,
kos Cibiru / Panyileukan Bandung,Cibiru / Panyileukan,UIN Sunan Gunung Djati,Kost Putri Pak Aas,"3P9C+R89, Jl. Kosambi Cibiru",5,+62 813-9498-9893,,https://www.google.com/maps/search/?api=1&query=Kost%20Putri%20Pak%20Aas&query_place_id=ChIJc5GPNwDDaC4R9Orrf45pdGk,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Graha Pesona Kost,"Perum Graha Pesona, Jl. Pesona III No.6 Blok G",4.3,,https://grahapesona.my.canva.site/,https://www.google.com/maps/search/?api=1&query=Graha%20Pesona%20Kost&query_place_id=ChIJq1JhZ0vdaC4RXK-jSILJNOo,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Lavista kost,"Jl. Desa Cipadung Gg. Sastradinata No.96B, RT.2/RW.06",4.9,+62 821-2732-1667,,https://www.google.com/maps/search/?api=1&query=Lavista%20kost&query_place_id=ChIJq7mIKp3DaC4Rb2QzYbqrH8g,,
kos Sangkuriang Bandung,Sangkuriang,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Kostku,Jl. Sangkuriang Dalam No.74,4.5,+62 853-9148-9983,,https://www.google.com/maps/search/?api=1&query=Kostku&query_place_id=ChIJSZk7j_DmaC4Rj2sQSXL3ksU,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kos Gima Putra/Putri,Jl. Neptunus Utara II No.5,5,+62 878-2289-9681,,https://www.google.com/maps/search/?api=1&query=Kos%20Gima%20Putra%2FPutri&query_place_id=ChIJwZDvq7jpaC4R_tngNtV321Q,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,aLivindekost,"Jl. Arum Sari VII Dalam No.2 RT05, RW.12",5,+62 857-2207-2857,,https://www.google.com/maps/search/?api=1&query=aLivindekost&query_place_id=ChIJ5WYSYr7naC4RRSmVxEw3Wjk,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Putri Kos Putri SAFA AL ZAHRA,"Jl. Flamboyan No.Blok C7/10, RT.01/RW.03",3.8,+62 838-9232-9288,,https://www.google.com/maps/search/?api=1&query=Kost%20Putri%20Kos%20Putri%20SAFA%20AL%20ZAHRA&query_place_id=ChIJH9bgUK7DaC4R7S7RxAwgZQ0,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Putri 7,Jl. Manisi No.7,4.7,+62 813-2150-0228,,https://www.google.com/maps/search/?api=1&query=Kost%20Putri%207&query_place_id=ChIJNbs6cXHDaC4Ry7TfiW9a8pc,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kos Radiant,Jl. Ahmad 4 No.24,5,+62 813-2340-4118,,https://www.google.com/maps/search/?api=1&query=Kos%20Radiant&query_place_id=ChIJv0Z7Mc_naC4RItCV6t2jE6w,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,KOST SALWA,"Komplek, Jl. Permai Raya No.1, RT.4/RW.8",4.8,+62 811-2120-086,,https://www.google.com/maps/search/?api=1&query=KOST%20SALWA&query_place_id=ChIJ5_SuQQzDaC4RB9cePFVx6rs,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Putra Putri Mekar Mulya,Jl. Mekar Mulya No.102,4.3,+62 851-5059-9664,,https://www.google.com/maps/search/?api=1&query=Kost%20Putra%20Putri%20Mekar%20Mulya&query_place_id=ChIJfZRiGXPdaC4Rd0miwdFIdFc,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Umi Kost ( kosan summarecon bandung ),Jl. Gedebage Selatan,4.6,+62 853-5280-2023,,https://www.google.com/maps/search/?api=1&query=Umi%20Kost%20(%20kosan%20summarecon%20bandung%20)&query_place_id=ChIJAS8tZPjDaC4RLHombmwmjWQ,,
kos Bandung Selatan / Timur Bandung,Bandung Selatan / Timur,Lainnya / Umum,KOST RIUNG BANDUNG - Riung Agri,Jl. Riung Arum Barat VIII No.115,4.7,+62 899-7074-121,,https://www.google.com/maps/search/?api=1&query=KOST%20RIUNG%20BANDUNG%20-%20Riung%20Agri&query_place_id=ChIJn56LOfXDaC4R_wPGhmURGTI,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Rumah Kost Puteri Seanu 2,"Kompleks Patra Asri A22 [PERTAMINA, Jl. Soekarno-Hatta No.857",4.8,+62 811-2240-547,,https://www.google.com/maps/search/?api=1&query=Rumah%20Kost%20Puteri%20Seanu%202&query_place_id=ChIJZTqx2tnCaC4RukLw0a5bGq0,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Bu Dewi Mantap (kosan putra),3PC9+5MP,4.7,+62 819-0111-1959,,https://www.google.com/maps/search/?api=1&query=Kost%20Bu%20Dewi%20Mantap%20(kosan%20putra)&query_place_id=ChIJz5Ri5E_DaC4RqxBnk3ysPVU,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Alfa House Kost,Unnamed Road,4.7,,https://mamikos.com/room/kost-bandung-kost-campur-murah-kost-alfa-house-tipe-a-panyileukan-bandung-1,https://www.google.com/maps/search/?api=1&query=Alfa%20House%20Kost&query_place_id=ChIJt-fLauHDaC4RUl6Xuw-fLu0,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,KOST PUTRA PUTRI AL MUJIB,"Komplek patra asri, Jl. Pertamina No.Rt01 Rw 02 Blok L17",4,+62 889-7696-5646,,https://www.google.com/maps/search/?api=1&query=KOST%20PUTRA%20PUTRI%20AL%20MUJIB&query_place_id=ChIJ_X6FDgDDaC4RNbCorDoJIjc,,
kos Cibiru / Panyileukan Bandung,Cibiru / Panyileukan,UIN Sunan Gunung Djati,Mandiri Kost 2 UIN Bandung,"Jl. Kosambi Kelurahan No.35, RT.002/RW.002",4.8,+62 813-2282-7408,,https://www.google.com/maps/search/?api=1&query=Mandiri%20Kost%202%20UIN%20Bandung&query_place_id=ChIJo2K45ojdaC4R0_Jc9YbJXuI,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Almuktafa,"Jl. AH. Nasution, RT.:01 RW:06/RW.No 147",5,+62 821-2702-1001,,https://www.google.com/maps/search/?api=1&query=Kost%20Almuktafa&query_place_id=ChIJS3XUhUvDaC4RUf6BLSpjk3U,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kos Putra,Gg. Bakti 5 No.4,5,+62 821-1589-3394,,https://www.google.com/maps/search/?api=1&query=Kos%20Putra&query_place_id=ChIJpRHyIQDDaC4RSnNSiAJuiJU,,
kos Cibiru / Panyileukan Bandung,Cibiru / Panyileukan,UIN Sunan Gunung Djati,THE KOSAN Kost Bandung,"Komp. Bumi Panyileukan Jl. Sehati 10 No.5, RT.04/RW.09",5,+62 878-2145-0102,,https://www.google.com/maps/search/?api=1&query=THE%20KOSAN%20Kost%20Bandung&query_place_id=ChIJF_WA7QvDaC4RdfYKuSAmCXo,,
kos Cibiru / Panyileukan Bandung,Cibiru / Panyileukan,UIN Sunan Gunung Djati,Kost 3RS Blok Pilar,Jl. Terusan Panyileukan,5,+62 812-2150-8866,,https://www.google.com/maps/search/?api=1&query=Kost%203RS%20Blok%20Pilar&query_place_id=ChIJlQoVGHbDaC4R1je91ttQEOA,,
kos Cibiru / Panyileukan Bandung,Cibiru / Panyileukan,UIN Sunan Gunung Djati,Kost Galuh UIN Bandung,Jl. Manisi No.73,4.7,+62 812-9112-2420,,https://www.google.com/maps/search/?api=1&query=Kost%20Galuh%20UIN%20Bandung&query_place_id=ChIJZTnBEinDaC4RpxvSDwsuaE0,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Asri Putra,"komplek Patra Asri, Blk. AB No.08, RT.003/RW.2",5,+62 821-1545-7323,,https://www.google.com/maps/search/?api=1&query=Kost%20Asri%20Putra&query_place_id=ChIJ43WXjVzdaC4RiFeHVHJ2OFs,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost KANIA 1 (Khusus Putra),Jl. Manisi No.125,4.8,+62 822-9999-1914,,https://www.google.com/maps/search/?api=1&query=Kost%20KANIA%201%20(Khusus%20Putra)&query_place_id=ChIJG_uNVRzDaC4RFeYyn0JrFhw,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kosan ibu yati,Jl. Gg. Kujang No.106,5,+62 853-5381-8119,,https://www.google.com/maps/search/?api=1&query=Kosan%20ibu%20yati&query_place_id=ChIJCdFb8lHDaC4RBMmSRvvoaxg,,
kos Gegerkalong / Setiabudi Bandung,Gegerkalong / Setiabudi,UPI Setiabudi,MARIA KOST BULBUL,"Blok N2 No. 15 Sekajati, Jl. Jupiter Barat No.II",4.6,+62 877-2000-7062,,https://www.google.com/maps/search/?api=1&query=MARIA%20KOST%20BULBUL&query_place_id=ChIJtV-7ExnoaC4RW5UwMiI0Asc,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Cipadung Permai 1/3,Jl. Permai I No.3,5,+62 821-8328-9514,,https://www.google.com/maps/search/?api=1&query=Kost%20Cipadung%20Permai%201%2F3&query_place_id=ChIJ_zKoHAjDaC4RIvg2w445rGw,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,KOSTAN ALVARO,"Jl. AH. Nasution Gg, Masjid (Damri No.2",4.9,+62 878-2182-7586,,https://www.google.com/maps/search/?api=1&query=KOSTAN%20ALVARO&query_place_id=ChIJU_m6CBXDaC4RDSnlwPc_BsU,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Biyono Bandung (khusus Putri),Jl. Graha No.G 01,4.7,+62 858-5862-5106,,https://www.google.com/maps/search/?api=1&query=Kost%20Biyono%20Bandung%20(khusus%20Putri)&query_place_id=ChIJkUqabDXDaC4RMScV2slQmI0,,
kos Cibiru / Panyileukan Bandung,Cibiru / Panyileukan,UIN Sunan Gunung Djati,KOST TIARA HOUSE 2 FASILITAS LENGKAP,"Komplek Bumi Panyileukan, G9 No. 17",4.6,+62 851-3694-9657,,https://www.google.com/maps/search/?api=1&query=KOST%20TIARA%20HOUSE%202%20FASILITAS%20LENGKAP&query_place_id=ChIJQSqTDRjDaC4Rr3dxv1BETIQ,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Lestari,Jl. Rancaloa No.18,5,+62 821-2614-4937,,https://www.google.com/maps/search/?api=1&query=Kost%20Lestari&query_place_id=ChIJN5F8KjDDaC4Rjlcqkud5_pw,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kosan firdaus indah (Kost Putra),"3PC7+C5X, Gang Pesantren",5,+62 895-3336-48331,,https://www.google.com/maps/search/?api=1&query=Kosan%20firdaus%20indah%20(Kost%20Putra)&query_place_id=ChIJWYzIeQDDaC4RXH0hN8dqmNo,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost HDR family,Jl kavling p dan k No.32,5,+62 838-2557-3532,,https://www.google.com/maps/search/?api=1&query=Kost%20HDR%20family&query_place_id=ChIJcSkH09nDaC4RtvRdbKMF8JM,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost pidua sepuh,"3P66+868, Jl. Pesantren Al-Mahabbah",4.8,+62 852-8441-1890,,https://www.google.com/maps/search/?api=1&query=Kost%20pidua%20sepuh&query_place_id=ChIJEdqiitjDaC4RLMHa26tIwhY,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Ibu Tres,Jl. Malangbong 5 No.20,4.8,+62 815-6066-494,,https://www.google.com/maps/search/?api=1&query=Kost%20Ibu%20Tres&query_place_id=ChIJTwXOr4nnaC4RvCmgjsUmWlE,,
kos Gegerkalong / Setiabudi Bandung,Gegerkalong / Setiabudi,UPI Setiabudi,Kost Margahayu,"Komplek Perumahan, Jl. Yupiter Utama II Jl. Yupiter Barat XII No.4 Blk e2",4.2,+62 812-8783-2611,,https://www.google.com/maps/search/?api=1&query=Kost%20Margahayu&query_place_id=ChIJf8-fkBjoaC4RYQhdNnANp5s,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Little Spring Rooms,Jl. Jkt 2 No.18,5,+62 821-7825-1916,,https://www.google.com/maps/search/?api=1&query=Little%20Spring%20Rooms&query_place_id=ChIJlYn_B83naC4RtoeB-X_ymW8,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Pondok Kangdilla,"Jl. Sukamanah Baru No.7, RT.005/RW.013",4.8,+62 815-6002-421,,https://www.google.com/maps/search/?api=1&query=Pondok%20Kangdilla&query_place_id=ChIJC4zxxr_paC4RhLTgJ1P5mog,,
kos Gegerkalong / Setiabudi Bandung,Gegerkalong / Setiabudi,UPI Setiabudi,Kobi Kost 1 Buahbatu,Jl. Jupiter Tengah I No.36,4.3,+62 811-1380-2372,,https://www.google.com/maps/search/?api=1&query=Kobi%20Kost%201%20Buahbatu&query_place_id=ChIJsxTxSC3paC4R_ZpwullElO4,,
kos Gegerkalong / Setiabudi Bandung,Gegerkalong / Setiabudi,UPI Setiabudi,Kos Putri Jupiter Barat,3M46+596Jl. Jupiter Barat M II No. 21,4,+62 812-2411-5530,,https://www.google.com/maps/search/?api=1&query=Kos%20Putri%20Jupiter%20Barat&query_place_id=ChIJvQGwplnpaC4RTO3j-v-1to4,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Rumah Kos Putri & Puspa,Jl. Kencana Puri 2 No.1,5,+62 822-2507-2601,,https://www.google.com/maps/search/?api=1&query=Rumah%20Kos%20Putri%20%26%20Puspa&query_place_id=ChIJrziJJdDpaC4RHoSgpwBHufA,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kobi Kost 2 buahbatu,Jl. Uranus No.C3 No.16,,+62 811-1380-2372,https://linktr.ee/kobi.kost,https://www.google.com/maps/search/?api=1&query=Kobi%20Kost%202%20buahbatu&query_place_id=ChIJ9TqzQwDpaC4Rp5RvwOmd2cU,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Suling,Jl. Suling No.9,5,+62 22 70491426,,https://www.google.com/maps/search/?api=1&query=Kost%20Suling&query_place_id=ChIJE5SQlnroaC4RIhlk9E1qHNc,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost vgh,Jl. Sakola No.2,3.9,+62 853-1836-9236,,https://www.google.com/maps/search/?api=1&query=Kost%20vgh&query_place_id=ChIJqZY7WgvDaC4ROz-U0dom1CA,,
kos Bandung Tengah Bandung,Bandung Tengah,Lainnya / Umum,Kost Hati Damai,Jl. Burangrang Dalam No.32,,+62 815-7302-6904,https://mamikos.com/room/kost-bandung-kost-campur-murah-kost-burangrang-dalam-lengkong-bandung,https://www.google.com/maps/search/?api=1&query=Kost%20Hati%20Damai&query_place_id=ChIJ8Zj7DZDnaC4RdH547vhX5Cc,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Pulangkekosan,"Jl. Cibangkong No.85 120, RW.Rt7 Rw6",4.4,+62 813-1795-9527,,https://www.google.com/maps/search/?api=1&query=Kost%20Pulangkekosan&query_place_id=ChIJecNOwdrnaC4RkuKyZmqT2DA,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Deme,,4.7,+62 817-0607-087,https://mamikos.com/room/kost-kota-bandung-kost-campur-murah-kost-deme-7b-cibangkong-batununggal-bandung,https://www.google.com/maps/search/?api=1&query=Kost%20Deme&query_place_id=ChIJZ2QGGUnnaC4Rba3lBS8LfsM,,
kos Buah Batu Bandung,Buah Batu,Telkom University / ISBI,SR Kost 71,Jl. Terusan Buah Batu Gg. Kujang III No.71,4.2,+62 859-7471-4751,,https://www.google.com/maps/search/?api=1&query=SR%20Kost%2071&query_place_id=ChIJpy3z4G3paC4Rhgj0ykna5h0,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Yellow Cipandan Bandung,Jl. Cipandan No.45,5,+62 813-1220-2438,,https://www.google.com/maps/search/?api=1&query=Kost%20Yellow%20Cipandan%20Bandung&query_place_id=ChIJ4_IDwj7naC4RavqR8L8GLoQ,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Nesya Kost,Jl. H. Mesri Jl. Moch. Yunus 182-6B,3.9,+62 852-1213-3538,,https://www.google.com/maps/search/?api=1&query=Nesya%20Kost&query_place_id=ChIJp633Pg3naC4R312JScRsJGA,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Lombok,Jl. Mataram No.32A,3.5,+62 811-2002-126,,https://www.google.com/maps/search/?api=1&query=Kost%20Lombok&query_place_id=ChIJI6tEz9LnaC4RrPf6WxKwCT0,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Zada,Jl. Lele No.10,4.8,+62 878-3777-5118,,https://www.google.com/maps/search/?api=1&query=Kost%20Zada&query_place_id=ChIJT2bKVQfpaC4R2P5ePpuxcAM,,
