title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,url,categoryName,
KARYAIN Kost - Cibiru Manisi (Khusus Putri),4.8,32,"Jl. Sukasari No.30, RT.02/RW.10",Bandung City,West Java,ID,http://karyainkost.com/,+62 857-9400-0980,Marketing agency,Commercial agent,Commercial printer,Courier service,Digital printing service,Marketing consultant,Homestay,https://www.google.com/maps/search/?api=1&query=KARYAIN%20Kost%20-%20Cibiru%20Manisi%20(Khusus%20Putri)&query_place_id=ChIJH6yY1D_paC4RIAl9gz8Z_YA,Marketing agency,
Kost Sehati Antapani Bandung,5,3,Jl. Cikampek XVI No.17,Bandung City,West Java,ID,,+62 852-9407-0694,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Sehati%20Antapani%20Bandung&query_place_id=ChIJ02zmrrPnaC4RWVTybT5RmTQ,Boarding house,
Kost Putri Dekat Asrama ITB,3.8,6,Jl. Cisitu Lama IX No.25,Bandung City,West Java,ID,,+62 818-131-273,Extended stay hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putri%20Dekat%20Asrama%20ITB&query_place_id=ChIJ6w00fiPnaC4RJLSFb0_C03o,Extended stay hotel,
Kost Putri KANABATIGA (Gerbang Warna Kuning),4.8,28,Jl. Kanayakan Bawah No.3,Bandung City,West Java,ID,,+62 853-7757-8940,Homestay,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putri%20KANABATIGA%20(Gerbang%20Warna%20Kuning)&query_place_id=ChIJj4o1mP3maC4RKjrW914FkyU,Homestay,
Rumah kost dekat ITB 2.1/1.8 jt. bayar 6 bulan sekaligus dapat diskon,4.3,43,Jl. Dagopojok No.19,Bandung City,West Java,ID,http://thecastilla.weebly.com/,+62 811-9440-583,Guest house,Grocery store,Student dormitory,,,,,https://www.google.com/maps/search/?api=1&query=Rumah%20kost%20dekat%20ITB%202.1%2F1.8%20jt.%20bayar%206%20bulan%20sekaligus%20dapat%20diskon&query_place_id=ChIJuX6-pePmaC4RP-Rb84yS3o4,Guest house,
Kost khusus putri,,,Jl. Panutan II No.15,Bandung City,West Java,ID,,,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20khusus%20putri&query_place_id=ChIJtQMlQADdaC4RNSk7-qv0Dpw,Boarding house,
Kost Putri Ibu Diah Tamansari,4.9,8,"Jl. Kebun Binatang RT 04/07 No. 42/56, Jl. Tamansari",Bandung City,West Java,ID,,+62 857-5929-4141,Extended stay hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putri%20Ibu%20Diah%20Tamansari&query_place_id=ChIJk_6sWb3naC4Rsq3p3RTM8vw,Extended stay hotel,
Kost Putra Aspirasi,5,2,3P55+RM7,Bandung City,West Java,ID,,,Hostel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putra%20Aspirasi&query_place_id=ChIJg0EqRQDDaC4R0EI0Yz_DCKM,Hostel,
Kost Putra Griya Manisi 81,5,1,Jl. Manisi No.81,Bandung City,West Java,ID,,+62 896-9689-6282,Hostel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putra%20Griya%20Manisi%2081&query_place_id=ChIJX63fGwDDaC4R5L2NF2uktf4,Hostel,
Kost Putra Hani,5,11,"Dekat, Jl. Raya Cibiru No.11",Bandung City,West Java,ID,https://www.instagram.com/kost_putra_hani?igsh=MTFmaXh4ZWp4bmplbA%3D%3D&utm_source=qr,+62 831-1591-1810,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putra%20Hani&query_place_id=ChIJv_qprlDDaC4R44ixlYPWVDA,Boarding house,
Kost Ibu. Diah,4.2,10,"Taman Cipadung Indah Jl. Aditya No.A26a, RT.008/RW.001",Bandung City,West Java,ID,,,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Ibu.%20Diah&query_place_id=ChIJZVlVoMbDaC4RWTocSTiKz7I,Boarding house,
Kost El - Fajar Putra,4,1,"3P98+VG5 Asrama Puri El-fajar, Jl. Gg. Kujang",Bandung City,West Java,ID,,,Lodge,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20El%20-%20Fajar%20Putra&query_place_id=ChIJl7CUaCnDaC4RTEdZGymRcrU,Lodge,
Kost Pondok Mizan Putra,4.8,5,"Jl. Desa Cipadung No.19, RT.2/RW.8",Bandung City,West Java,ID,,+62 822-1922-4989,Motel,Boarding house,Lodge,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Pondok%20Mizan%20Putra&query_place_id=ChIJJS-XQirDaC4R6W15oTkSLus,Motel,
Kost Putra putri Wisma Dirgantara,4,4,"Gang H.Mulya No.76, RT.2/RW.6",Bandung City,West Java,ID,,+62 812-2175-312,Motel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putra%20putri%20Wisma%20Dirgantara&query_place_id=ChIJodY9rgTDaC4RV4Lka_zqsm8,Motel,
kost putri sekeloa tengah 27,4.7,41,4J69+3QW,Bandung City,West Java,ID,,+62 812-2011-7988,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=kost%20putri%20sekeloa%20tengah%2027&query_place_id=ChIJezzz5FTmaC4RKcg59p_gglo,Boarding house,
Kost Putri D&D,4.9,27,"Jl. Gedebage Selatan No.24c RT03, RW.02",Bandung City,West Java,ID,,,Homestay,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putri%20D%26D&query_place_id=ChIJja0X8UXDaC4RBtQMt23OW5I,Homestay,
Kost Putri Chrysalis,4.6,31,Jl. Sekeloa A No.21,Bandung City,West Java,ID,https://www.facebook.com/Kost-Bandung-Sekeloa-Chrysalis-107182072664929,,Hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putri%20Chrysalis&query_place_id=ChIJOT9jHDjnaC4Rk2iSsdKnUVs,Hotel,
Kos Putri Al Barri,5,1,Jl. Pamekar Tim. XV No.29,Bandung City,West Java,ID,,,Homestay,,,,,,,https://www.google.com/maps/search/?api=1&query=Kos%20Putri%20Al%20Barri&query_place_id=ChIJV6jzbwDDaC4R4mscODnrm_U,Homestay,
Kosan Wisma Putri Sekeloa Timur,4.8,5,"Jl. Sekeloa Timur Jl. Dipati Ukur No.49, RT.002/RW.003",Bandung City,West Java,ID,,+62 821-6587-2163,Homestay,,,,,,,https://www.google.com/maps/search/?api=1&query=Kosan%20Wisma%20Putri%20Sekeloa%20Timur&query_place_id=ChIJU0QbtKbnaC4RgTaKhGgf0J4,Homestay,
Kost Putri Bunga Anyelir,4.9,12,Jl. Anyelir II No.27,Bandung City,West Java,ID,,+62 878-2805-6209,Lodge,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putri%20Bunga%20Anyelir&query_place_id=ChIJv8PXVu7DaC4Rm-sEWPJAoBM,Lodge,
Detira Rumah Kost Putri,4.7,11,"Komp. Bumi Panyileukan No.13 Blok C 22, RT.03/RW.03",Bandung City,West Java,ID,,,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Detira%20Rumah%20Kost%20Putri&query_place_id=ChIJgz-rCXDDaC4RUZfw8qYjpO4,Boarding house,
Kost Sekeloa,3.7,24,"Jl. Sekeloa No.33, RT.02/RW.06",Bandung City,West Java,ID,,+62 858-0627-3207,Extended stay hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Sekeloa&query_place_id=ChIJm_P2pVXmaC4R-UbWXN09mzo,Extended stay hotel,
PONDOK IRAWATI (Kamar Kost Khusus Putri),5,10,Jl. Graha,Bandung City,West Java,ID,,,Apartment complex,Hostel,Homestay,,,,,https://www.google.com/maps/search/?api=1&query=PONDOK%20IRAWATI%20(Kamar%20Kost%20Khusus%20Putri)&query_place_id=ChIJvT1nRo3DaC4RXDrdTNadAgc,Apartment complex,
Home Y Kost Putri,5,23,Komp. Bumi Panyileukan No.14 blok G6,Bandung City,West Java,ID,,+62 857-5982-2848,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Home%20Y%20Kost%20Putri&query_place_id=ChIJbZ6d9XPDaC4RsLCFewNdY7A,Boarding house,
Kost Pondok Putri Flamboyan 1,4.9,17,Jl. Flamboyan No.1,Bandung City,West Java,ID,https://mamikos.com/room/kost-kota-bandung-kost-putri-murah-kost-pondok-flamboyan-1-panyileukan-bandung,,Hostel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Pondok%20Putri%20Flamboyan%201&query_place_id=ChIJt1kGoSLDaC4RdIlizR7wvyE,Hostel,
Kos Putri Pondok Rahayu,4.3,15,Jl. Teratai I No.19,Bandung City,West Java,ID,,+62 852-8452-8804,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kos%20Putri%20Pondok%20Rahayu&query_place_id=ChIJqw4QB93CaC4Ri5O7W9EcPr8,Boarding house,
Kosan Bowie,4.7,33,Jl. Cilengkrang II Jl. Palasari 2 No.7,Bandung City,West Java,ID,,+62 812-3451-5636,Lodge,,,,,,,https://www.google.com/maps/search/?api=1&query=Kosan%20Bowie&query_place_id=ChIJLciX6C7daC4Rxcph2HopPqA,Lodge,
Kost Ibu Deri,4.8,4,"Jl. Purbaendah Kelurahan No.C45, RT.004/RW.009",Bandung City,West Java,ID,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-ibu-deri-tipe-a-arcamanik-bandung,+62 838-7188-9345,Vacation home rental agency,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Ibu%20Deri&query_place_id=ChIJ7Z0hZ4LDaC4RNO_EnQxH_u0,Vacation home rental agency,
RIVA KOST,5,1,"3PGC+6GC, Jl. Jatikaler, RT.02/RW.07",Bandung City,West Java,ID,https://rivakostedi6d.beddealid.cfd/,,Lodge,,,,,,,https://www.google.com/maps/search/?api=1&query=RIVA%20KOST&query_place_id=ChIJLQ_FIQDDaC4RjQgkueRojVQ,Lodge,
Kost pidua sepuh,4.8,19,"3P66+868, Jl. Pesantren Al-Mahabbah",Bandung City,West Java,ID,,+62 852-8441-1890,Lodging,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20pidua%20sepuh&query_place_id=ChIJEdqiitjDaC4RLMHa26tIwhY,Lodging,
Kost T&W,4.8,5,Jl. Panca Tengah Raya No.6,Bandung City,West Java,ID,https://mamikos.com/room/kost-bandung-kost-campur-eksklusif-kost-tw-cisaranten-arcamanik-bandung#/,+62 878-2507-2107,Homestay,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20T%26W&query_place_id=ChIJ43NCGr_DaC4RmPk_R3lrAKU,Homestay,
Kosan 16,4.9,16,3PGC+3J8,Bandung City,West Java,ID,,+62 812-2093-1516,Extended stay hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kosan%2016&query_place_id=ChIJL0pwWyvDaC4RFFLHyRQLWl8,Extended stay hotel,
Kost Eksklusif,4.2,56,Jl. Jati Jl. Manisi,Bandung City,West Java,ID,,,Lodging,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Eksklusif&query_place_id=ChIJtXsE5yvDaC4RixOsLnK7L7o,Lodging,
Pondok Gayo 2,4.6,30,,Bandung City,West Java,ID,,,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Pondok%20Gayo%202&query_place_id=ChIJid94_yvDaC4R2pBe6WVwjn0,Boarding house,
Kosan Citra KDI,4.2,57,"3PG9+FQ5, Jl. Desa Cipadung No.27",Bandung City,West Java,ID,,+62 813-1322-0872,Extended stay hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kosan%20Citra%20KDI&query_place_id=ChIJ-_BnYNTcaC4RQ7nYvtA5_Ao,Extended stay hotel,
KOSAN PUTRI 32,4.9,23,Jl. Purwakarta III No.32,Bandung City,West Java,ID,https://api.whatsapp.com/send?phone=6282219064722,+62 822-1906-4722,Hotel,Hostel,,,,,,https://www.google.com/maps/search/?api=1&query=KOSAN%20PUTRI%2032&query_place_id=ChIJk6OMCZ3naC4RGmkXdbTrU1o,Hotel,
Kost Putri Pondok Az-Zahra,4.7,15,Jl. Rancabolang Indah II No.25,Bandung City,West Java,ID,,,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putri%20Pondok%20Az-Zahra&query_place_id=ChIJl8hz1iPoaC4RRUfCh8KnV_I,Boarding house,
Rumah Kos Putri & Puspa,5,12,Jl. Kencana Puri 2 No.1,Bandung City,West Java,ID,,+62 822-2507-2601,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Rumah%20Kos%20Putri%20%26%20Puspa&query_place_id=ChIJrziJJdDpaC4RHoSgpwBHufA,Boarding house,
Kos Putri Imah Incu,5,1,Jl. Kalijati 19 No.6,Bandung City,West Java,ID,https://s.id/KosImahIncu_Bandung,+62 821-1894-4433,Guest house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kos%20Putri%20Imah%20Incu&query_place_id=ChIJd4g6mn7naC4RbZ4pEWREiC8,Guest house,
Dela Kost,4.3,108,Jl. Cibodas Baru Jl. Cibodas Raya No.27,Bandung City,West Java,ID,,+62 812-2116-920,Guest house,,,,,,,https://www.google.com/maps/search/?api=1&query=Dela%20Kost&query_place_id=ChIJpQ3ASfnnaC4RchLEZJduT7M,Guest house,
Kos Putri Mantrisa,4.8,5,Jl. Cikajang Raya II No.16 Blok A,Bandung City,West Java,ID,,+62 819-7345-6787,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kos%20Putri%20Mantrisa&query_place_id=ChIJybv6aPjnaC4RWSlxr4WHw4w,Boarding house,
Kos Putri Aman Hasanah,4,1,Jl. Fatwa No.F19,Bandung City,West Java,ID,,,Housing complex,,,,,,,https://www.google.com/maps/search/?api=1&query=Kos%20Putri%20Aman%20Hasanah&query_place_id=ChIJy-UUBQDDaC4RkHt6_kYw6I4,Housing complex,
Kost Edelweis (Khusus Putri),4.4,14,"mukti, Jl. Giri Rahayu Jl. Babakan Desa",Bandung City,West Java,ID,,+62 823-2588-5301,Hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Edelweis%20(Khusus%20Putri)&query_place_id=ChIJ_crjMlPDaC4RlJ5vj9D5qrM,Hotel,
Kost vgh 2,4.3,6,Jl. Cikampek XV No.28,Bandung City,West Java,ID,,,Hostel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20vgh%202&query_place_id=ChIJcVjikaTnaC4RvxSoni8zNaA,Hostel,
Kost ciwastra,3,3,Jl. Cijawura Hilir 17 No.99,Bandung City,West Java,ID,,,Lodge,Lodging,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20ciwastra&query_place_id=ChIJBxr5PELpaC4RMglmArsGnaQ,Lodge,
KOS AGAN MIM,4.9,18,Jl. Yupiter Barat XII No.37 Blk M2,Bandung City,West Java,ID,,+62 851-3500-0341,Boarding house,Hostel,,,,,,https://www.google.com/maps/search/?api=1&query=KOS%20AGAN%20MIM&query_place_id=ChIJBTikAgDpaC4R5wpPrLEetY0,Boarding house,
Kost Putri Wisma Nugraha,5,1,Jl. Fatwa No.16,Bandung City,West Java,ID,,,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putri%20Wisma%20Nugraha&query_place_id=ChIJxzb7e13DaC4RTRv-VciGtKo,Boarding house,
Kost Eyang Putri,4.9,7,"Jl. Nirwana VII, AC 9 Jl. Citra Bumi Panyileukan No.20, RT.05/RW.13",Bandung City,West Java,ID,,+62 858-3106-2991,Hostel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Eyang%20Putri&query_place_id=ChIJs78EwUPDaC4Rj-GKlEF23Tg,Hostel,
Kost Putri Airis,4.1,13,Jl. Riung Mungpulung 2 No.11,Bandung City,West Java,ID,https://mamikos.com/room/kost-bandung-kost-putri-murah-kost-airis-riung-bandung-gedebage-bandung/preview#/,+62 811-235-601,Homestay,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putri%20Airis&query_place_id=ChIJXwnwQ0LDaC4ReXeX2AwDA8Y,Homestay,
Kost Khanza Putri,4.8,5,"Jl. Gg. Kujang No.47, RT.01/RW.06",Bandung City,West Java,ID,,+62 899-4128-293,Extended stay hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Khanza%20Putri&query_place_id=ChIJO4nT0yjDaC4R8CCd6iKqu1Q,Extended stay hotel,
Kost Putri TAQYMALIK,5,7,Jl. Purwakarta IV No.18,Bandung City,West Java,ID,,+62 821-1177-7364,Guest house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putri%20TAQYMALIK&query_place_id=ChIJe_fZV3XnaC4RHPSTtwiNmO4,Guest house,
Kost Putri Fathiza,5,14,Jl. Manisi Jati No.17,Bandung City,West Java,ID,,+62 812-2422-913,Lodge,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putri%20Fathiza&query_place_id=ChIJk2D9fRHDaC4RhHBe9f41cDg,Lodge,
Kosan Putri Tarnis,5,4,Jl. Rancabolang Indah II No.15a,Bandung City,West Java,ID,,+62 895-3406-47281,Extended stay hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kosan%20Putri%20Tarnis&query_place_id=ChIJ0TRr6qDpaC4RMHb-uIj5lCs,Extended stay hotel,
Kost Putri Athasa,4.6,9,Saturnus regency No.6B 1/2,Bandung City,West Java,ID,https://mamikos.com/room/kost-bandung-kost-putri-murah-kost-putri-saturnus-tipe-b-rancasari-bandung-1#/,+62 812-8026-2113,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putri%20Athasa&query_place_id=ChIJa4kgDIzpaC4ReLB_rmq5cBg,Boarding house,
Kost Putri Pondok Alamanda,5,20,Jl. Cisaranten Kulon IV No.09,Bandung City,West Java,ID,,+62 851-3481-2895,Lodge,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putri%20Pondok%20Alamanda&query_place_id=ChIJnzNMxnXDaC4R-0k9uvKilrY,Lodge,
Kos Ku Warna Hijau,4.8,10,Jl. Cisaranten Kulon IV No.12,Bandung City,West Java,ID,,+62 822-1746-6556,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kos%20Ku%20Warna%20Hijau&query_place_id=ChIJdz4eXn7DaC4RmBB8T2FWr_o,Boarding house,
Dkost,5,6,Jl. Kadipaten 14 No.23,Bandung City,West Java,ID,https://mamikos.com/room/kost-kota-bandung-kost-campur-murah-kost-dkost-antapani-bandung,,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Dkost&query_place_id=ChIJe4cWVQHnaC4RPgd4k5aYl3U,Boarding house,
Kost Bu Cicih,4.8,5,"Jalan Manisi I no 30, RT.001/RW.003",Bandung City,West Java,ID,,,Homestay,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Bu%20Cicih&query_place_id=ChIJ72Z3LwDDaC4Rv891eC37XyQ,Homestay,
Kos Ibu Yayan,4.3,21,"3MVF+F2R, Jl. Banjir Sari",Bandung City,West Java,ID,,+62 882-2289-8456,Lodging,,,,,,,https://www.google.com/maps/search/?api=1&query=Kos%20Ibu%20Yayan&query_place_id=ChIJcaJGN17daC4RzF4OHuHMWEE,Lodging,
Kost Bu ayu,4.4,11,"Jl. Cigending No.206, RT./Rw/RW.07/08",Bandung City,West Java,ID,,,Homestay,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Bu%20ayu&query_place_id=ChIJqaJOly3daC4Rk79okPJ1-Yg,Homestay,
Amerta Kost,4.2,71,"3P44+XJQ, Jl. Cimincrang",Bandung City,West Java,ID,,,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Amerta%20Kost&query_place_id=ChIJ40RGHd3CaC4RG2w2t_0_67I,Boarding house,
Kobi Kost 2 buahbatu,,,Jl. Uranus No.C3 No.16,Bandung City,West Java,ID,https://linktr.ee/kobi.kost,+62 811-1380-2372,Homestay,,,,,,,https://www.google.com/maps/search/?api=1&query=Kobi%20Kost%202%20buahbatu&query_place_id=ChIJ9TqzQwDpaC4Rp5RvwOmd2cU,Homestay,
Kost Putri Salsabila,4.9,16,"belakang RM sambal cibiuk, Jl. Desa Cipadung",Bandung City,West Java,ID,,+62 898-8798-012,Cottage rental,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putri%20Salsabila&query_place_id=ChIJTwmn_1vDaC4RY6xLNJrkH_w,Cottage rental,
Kos kosan Putri Hudassari,4.9,9,"Komplek Bumi Asri No.A-23, RT.02/RW.06",Bandung City,West Java,ID,,+62 822-8888-8691,Holiday apartment rental,,,,,,,https://www.google.com/maps/search/?api=1&query=Kos%20kosan%20Putri%20Hudassari&query_place_id=ChIJdc-2ywvdaC4R3r6_Goliifk,Holiday apartment rental,
Kost Putri - Kost Hijau Bapak Sidik (BUKAN SUBANG 36),4.5,21,"Jalan Purwakarta 9. 34, BUKAN SUBANG No.36",Bandung City,West Java,ID,,,Lodge,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putri%20-%20Kost%20Hijau%20Bapak%20Sidik%20(BUKAN%20SUBANG%2036)&query_place_id=ChIJe05t7-7naC4Rxv0FF7SvujA,Lodge,
KOST MU 83 [Kost PUTRI],5,18,"Komp. Margahayu Raya, Jl. Merkuri Utara VIII No.3",Bandung City,West Java,ID,http://instagram.com/kostmu83bandung,+62 812-2366-1027,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=KOST%20MU%2083%20%5BKost%20PUTRI%5D&query_place_id=ChIJZS1YIX7paC4RiaD6h4k7IzA,Boarding house,
kost Putri Bumi Shafira,4.5,19,Jl. Purwakarta 1 No.23,Bandung City,West Java,ID,,+62 812-2138-743,Lodging,,,,,,,https://www.google.com/maps/search/?api=1&query=kost%20Putri%20Bumi%20Shafira&query_place_id=ChIJD9Ag83_naC4RZaXJmt0gHCw,Lodging,
Tadaima Kos Putri,5,4,Jl. Cisaranten Kulon II No.19B,Bandung City,West Java,ID,,+62 823-1634-3023,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Tadaima%20Kos%20Putri&query_place_id=ChIJR3xENADDaC4Rv9T8L1uGdQc,Boarding house,
Kos Putri gg Darussalam,5,3,3P56+4P4,Bandung City,West Java,ID,,,Apartment complex,,,,,,,https://www.google.com/maps/search/?api=1&query=Kos%20Putri%20gg%20Darussalam&query_place_id=ChIJ77CdawDDaC4R7HHZSCemxbY,Apartment complex,
ciskul 410 kost putri,4.8,5,Jl. Cisaranten Kulon IV No.10,Bandung City,West Java,ID,https://mamikos.com/room/kost-bandung-kost-putri-murah-kost-ciskul410-arcamanik-bandung-3,+62 811-209-910,Extended stay hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=ciskul%20410%20kost%20putri&query_place_id=ChIJywxtkw7DaC4Rbce1iDqZL1I,Extended stay hotel,
Kos Putri Pondok Nadia UIN,4.8,20,Jl. Mekarsari 1 No.4,Bandung City,West Java,ID,,+62 852-1651-7892,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kos%20Putri%20Pondok%20Nadia%20UIN&query_place_id=ChIJKa02tNTcaC4RlBJ8G8VJZ_k,Boarding house,
KOS ALMI PUTRI,5,1,"Gudang Sikat Gg. Mama Darma W, Jalan, RT.04/RW.02",Bandung City,West Java,ID,https://mamikos.com/room/kost-kota-bandung-kost-putri-murah-kost-almi-blok-c-cibiru-bandung-2,+62 822-3417-4920,Hostel,,,,,,,https://www.google.com/maps/search/?api=1&query=KOS%20ALMI%20PUTRI&query_place_id=ChIJB8WSFQDdaC4R-5cGYMYOx-A,Hostel,
AKP1,4.4,15,"Jl. Terusan Panyileukan kav. PDK No.7, RT.06/RW.01 kel",Bandung City,West Java,ID,,+62 813-2003-4568,Real estate rental agency,,,,,,,https://www.google.com/maps/search/?api=1&query=AKP1&query_place_id=ChIJB3bpWtnCaC4RS-oIvrutdxU,Real estate rental agency,
Kosan Tanita (Kosan Khusus Putri),4.9,8,Jl. Neptunus Timur No.16 Blok A28,Bandung City,West Java,ID,,+62 812-1475-9818,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kosan%20Tanita%20(Kosan%20Khusus%20Putri)&query_place_id=ChIJRRvazJ3paC4R7BmiZYCsIP0,Boarding house,
F. Kost Putri Antapani,5,2,Jl. Purwakarta 1 No.30,Bandung City,West Java,ID,,+62 857-2309-7799,Guest house,,,,,,,https://www.google.com/maps/search/?api=1&query=F.%20Kost%20Putri%20Antapani&query_place_id=ChIJE69Q57znaC4RJUSBxtwZMxo,Guest house,
Cempaka Putri Kost,,,Jl. Griya Cempaka Arum No.14 Blok AA01,Bandung City,West Java,ID,,+62 853-2026-4411,Hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=Cempaka%20Putri%20Kost&query_place_id=ChIJ2xalgBTvaC4ROm1g4Nx1b-w,Hotel,
Kost Anugerah,4.7,3,Gg. 1 No.28A 153A,Bandung City,West Java,ID,,,Lodge,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Anugerah&query_place_id=ChIJu8mxO0fnaC4RMpQHlFVAl9w,Lodge,
kost putra sekeloa tengah 29A,5,1,Jl. Sekeloa Tengah No.29A,Bandung City,West Java,ID,,+62 812-2011-7988,Hostel,,,,,,,https://www.google.com/maps/search/?api=1&query=kost%20putra%20sekeloa%20tengah%2029A&query_place_id=ChIJY0099BjnaC4RgO2MB0W6_Pk,Hostel,
Kost Putra,4.8,10,Jl. Kanayakan No.D 60,Bandung City,West Java,ID,,+62 22 2503290,Homestay,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putra&query_place_id=ChIJn6VXg_3maC4RQM1-H8vogfQ,Homestay,
Kosan D'Shopie,4,3,Jl. Manisi No.37,Bandung City,West Java,ID,,+62 852-2271-1120,Indoor lodging,,,,,,,https://www.google.com/maps/search/?api=1&query=Kosan%20D'Shopie&query_place_id=ChIJZdDkwivDaC4RzWLEvqKOuZ8,Indoor lodging,
Kost Pondok Klara,4.2,5,"10, Jl. Raya Panyileukan. D2-10 Kel, Kec",Bandung City,West Java,ID,,+62 858-0465-7979,Extended stay hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Pondok%20Klara&query_place_id=ChIJX0N54wfDaC4Rsy8G2kOMv7s,Extended stay hotel,
Kost P Martono,5,6,Jl. Depok VII No.160,Bandung City,West Java,ID,,+62 818-8283-4980,Hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20P%20Martono&query_place_id=ChIJbbhNXOrnaC4RsOKiVlqJ_Z8,Hotel,
Kost Pondok Bahagia Cipadung,,,Gg. Al Khairat 6 No.4b,Bandung City,West Java,ID,https://mamikos.com/room/kost-kota-bandung-kost-campur-murah-kost-pondok-bahagia-cipadung-tipe-medium-cibiru-bandung-2,+62 817-207-644,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Pondok%20Bahagia%20Cipadung&query_place_id=ChIJuba7jszDaC4RmG_iz6qZXlY,Boarding house,
Kost Puri Salatiga,,,Jl. Salatiga No.3a,Bandung City,West Java,ID,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-salatiga-puri-antapani-bandung,+62 821-1994-1313,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Puri%20Salatiga&query_place_id=ChIJaUcp2uXnaC4RB1SiRkcMde8,Boarding house,
Kost Ibu Tobing Antapani,5,6,Jl. Banjarsari Raya No.2,Bandung City,West Java,ID,https://mamikos.com/room/kost-kota-bandung-kost-campur-murah-kost-ase-maria-antapani-bandung,+62 812-1420-5658,Hostel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Ibu%20Tobing%20Antapani&query_place_id=ChIJ-bmtoCfnaC4R9f2DZss7T8g,Hostel,
